,Unnamed: 0,review,rating
751,751,"$avings in Seattle We didn't expect any luxury for the price we paid and we knew it was an old building so we were fine with the decor and rooms, however there were small annoyances that tried our patience at times, like getting a smoking room when we made a reservation for non (moved to non 4 days later when avail.), no outlets in the bathroom (did get a mirror in the main area in our new non-smok room), having to ask for items that should be in our daily maid service, ie wash cloths and bath mats, however the maid service always cleaned our unwashed dishes (bonus!). Observed several items, ie irons, hair dryers, and extra pillows were often not available from the front desk but the staff we spoke to did seem to try to help but we were continually asked to check back later if they could not accommodate. The few members of the staff we spoke to were not very knowledgable but the hotel lobby has many brochures, pamphlets, and mags that guided us. If you're looking for a no frills, safe, and within walking distances to everything of interest including some great restaurants, this is the place for you!! A few tips, bring a hair dryer, an iron, and remember there is no elevator in this building.",3
752,752,"good bargain This hotel is in a great little neighborhood, across from the Seattle City Center (Space Needle, Key Arena) and 5 minutes from downtown. The free shuttle materialized as promised and the location is also near the monorail and Seattle's excellent bus system. While not luxurious by any definition, this lovely old building has clean quiet rooms with kitchenettes, much like an extended stay hotel. The staff was courteous and helpful. Parking is $10/night but onstreet parking is free on weekends and plentiful if no events are going on at the arena. I would recommend this inn to anyone looking for a safe, central location at a bargain price.",3
753,753,decent service the OLD look came out great.the personnel was OK.the neighbour was average.the room was correct,4
754,754,"I'm surprised to read of others' disappointment... My wife and I stay there every year, treating ourselves to this place with character because it's our anniversary. A cookie-cutter hotel it is not; when you want character and appreciate older buildings with history you find the differences and anomalies part of its unique character. Oh, we do know to ask for a room on the courtyard (avoid rooms on the street side), and have enjoyed the same room several times (it has a pine tree out the window). The location is great for our purposes (attending the annual Northwest Folklife Festival across the street at Seattle Center, where we met in '98). We love the local restaurants, too, especially Racha Thai. The kitchenette comes in handy, and it's a block to great stores for food, etc.Last time we stayed there we received free high-speed internet access because they forgot to mention the extra charge for it. No arguments, just a friendly offer we accepted.So, we've never had a bad stay there, and I'm about to book it again. See you there?",4
755,755,"Misleading and very disappointed I was looking for a special place to celebrate and found the Inn at Queen Anne on the Net. It looked wonderful and I was going to suprise my husband with great plans that I arranged, for once. What a horrible disappointment! The room price led me to believe it was on par with other hotels we had stayed in Seattle. Nothing could have been further from the truth. It was old, dated, shabby cramped, a total disappointment. In fact, the closet was almost bigger than the entire room.",1
756,756,"The staff went beyond the call of duty The Inn could use a renovation -- and an elevator -- but we were please with its great location and value for the money. We were MOST impressed with its knowledgable and helpful staff, which went above-and-beyond for us. One of our party forgot an essential mediation, and one of the Inn's staff insisted on taking him straight to the Walgreen's downtown. They also took us to and from the Mariners' game. True, the rooms are old and small, but we found them clean and had little to complain about. And the staff -- you folks made our stay special! Thanks!",3
757,757,"Save your money The hotel's web site is terribly misleading. The room was small and dingy, though not dirty. It took three days to get a response about an air conditioner that didn't work (finally moved to a different room). Staff's standard response to any request or complaint was simply to shrug. Water pressure in the shower was nonexistent. For the price, I'd rather stay at a Marriott Courtyard, which at least tends to be reliable, if not luxurious.",1
758,758,"The worst hotel experience I've ever had. Stay Away! I warn you of booking this hotel for your next visit to Seattle. Although nicely located, we encountered hostile, terribly rude and unattentive staff. We had a bee infestation in our room. Staff is not knowledgeable about their own services or city. At one point, we were told to go out and purchase our own iron, since the one's they had were all taken for the evening (we had asked ahead of time if we should have reserved it and they said no). To add insult to injury, they incorrectly charged us by adding on an unauthrized upgrade. The hotel has tainted our experience in lovely Seattle and I can assure you that I have traveled the world and have yet to stay at such a terribly organized and run establishment.",1
759,759,"Home Away From Home The Inn at Queen Anne is our home-away-from-home when we're in Seattle. We have stayed at the Hotel Monaco and while it was fabulous, the Inn at Queen Anne has that intangible something that ensures we'll never stay anywhere else in Seattle again. We have been guests at least four times and have had nothing but good experiences. The staff is friendly and accommodating. A little different experience than most nameless, faceless hotels - but that's what we prefer.Charming, homey place in a great neighborhood.",4
760,760,"Terrible experience I made a reservation here entirely based on a decent review from Frommer's. When I walked into the lobby, the desk clerk did not have the room I reserved, was very rude, and I actually walked out the door at 8pm without a backup plan. The place was that bad. The room I was shown was dank, cramped, and stank. Avoid this place. Trust me.",1
761,761,"I will never return to this 'hotel' again. It isn't that I was expecting a luxury hotel, because I was more interested in saving money. And that I did. In exchange for saving money, who knew I also would have to settle for bad service all around . The thing I will always remember ( and maybe it was just a coincidence). But, every time I had to walk to the front desk to ask for something I didn't get in my room, or to complain about my room not being serviced during my stay, the manager I needed to tell all of this to, was walking out the door and, 'done for the day'. How frustrating is that, when the office mgr. has put in her time at work, and no longer cares after she clocks out??? I never got the impression she cared anyway, but to actually show and display that, was a shock to me. Two big thumbs down on this place.",1
762,762,"Worst Birthday present ever For my birthday a friend and I decided to take a trip to Seattle and stay a few nights. This hotel seemed to be promising because they could give us a small kitchenette in order to save money on going out to eat. When we got there we found that they did not have any pots or pans to cook with which we promised over the phone. To make it worse they couldn't find one, or acquire one for us. So we had to then walk to the store and BUY one in order to cook the food that we had brought with us. To make matters worse our toilet was clogged, several of our lights didn't work, the water took about 30 minutes to heat up and the ceiling looked like it would collapse over night. At the end of our 3 day stay all the manager would do was take off our room tax, and sent us home with our newly bought pot (we recommended he keep the pot for the room and refund the money we paid for it). For as much as one would pay to stay at this vintage hotel, they might as well stay at motel 6 down the street.",1
763,763,"Loved the Inn at Queen Anne   showReview(1489131, 'full');",5
764,764,"Loved the Inn at Queen Anne   showReview(1433875, 'full');",4
765,765,"Don't waste your money   showReview(1385134, 'full');",1
766,766,"A charming hotel in a fabulous location   showReview(1274788, 'full');",4
767,767,"Not the fine hotel implied by the brochure   showReview(1272741, 'full');",1
768,768,"Don't let the name fool you   showReview(1257146, 'full');",1
769,769,"My Destination of Choice!   showReview(1229284, 'full');",5
770,770,"Needs facelift   showReview(1223984, 'full');",2
771,771,"poor quality hotel   showReview(861639, 'full');",1
772,772,"Excellent choice - convenient, nice, and friendly   showReview(368010, 'full');",4
773,773,"Gute Lage , angemessener Preis   showReview(19634976, 'full');",4
774,774,"estadia en la posada inn at queen anne   showReview(11162322, 'full');",3
775,775,"Hotel en ville - peu cher par rapport aux autres   showReview(8375789, 'full');",4
776,776,"G眉nstig und netter Service   showReview(11332643, 'full');",3
777,777,"Captures the essence of Queen Anne If you want to come to Seattle and actually experience what it's like to live in town, this is the place to stay. The rooms are converted turn-of-the-century apartments, which are quite common in the city. Like many of those apartments, the hotel has updated and improved the rooms only where necessary, but keeping up the mainenance as best as possible, while retaining the historic charm. There is a catch; the plumbing is old, noisy, and unpredictable. I haven't had a shower like that since I moved out of my old North Tacoma home (c. 1923). So many different temperatures, such a short amount of time! Charming, sure, but definitely NOT enjoyable. I would recommend upgrading the plumbing to a modern recirculating hot water system. Also, the television in the room was old, not HD, and was clearly wearing out. Again, this is what living in Seattle, especially on Queen Anne, is ACTUALLY like.The flip side, of course, to the imprefections is the absolutely excellent location. This area of Queen Anne is one of the most convenient areas in Seattle to stay in. Restaurants, bars, shopping, entertainment are all very numerous and right around the corner in literally every direction. And although the view of the water and mountains from the front of the hotel is excellent, I recommend a short walk up the hill to Kerry Park for the best view in the city (get your own directions, I know you know how; maps.google.com). I will warn you, it's a very steep hike up Queen Anne Ave. But well worth it for the view.As a former resident in the neighborhood, I can tell you street parking in the area is difficult to say the least. For this reason, I utlized the hotel's valet parking extensively. You get in and out privelages, but I recommend calling ahead from your room to have your car brought up as it does take a few minutes, especially around check-in and check-out times.I found the staff (especially the doorman) to be VERY attentive. I took more advantage of their services than usual as I was staying at the hotel for my brother's wedding (held off-site), and I was thoroughly impressed. They met every reqeuest and didn't give anyone any grief over any of it.Another warning: rooms on the front of the hotel are subject to noise from bar across the street (and just general late-night street noise) that can last into the wee hours of the morning. if you are a light sleeper, ask for a room on the back. The catch with that is, you don't get the view. Personally, I'd rather have the view. The street noise really wasn't bad except for one guy who came out of the bar yelling up a storm at 2am. He was gone quickly and I was back asleep.Room rates are reasonable. They're not the cheapest you'll find in Seattle, but for what you get, they are reasonable. Other reviews complaining seem to be out of touch with what things cost in a city like Seattle. I've paid considerably more for rooms in downtown that were not as large and had half the character.",4
778,778,"Value Boutique Hotel In a city full of over-priced hotels, pretentious venues and expensive parking, my wife and I have struggled to find a reasonable place to stay for our occasional trips from Eastern Washington.This hotel was a nice surprise. It is an old and partially renovated apartment building (I say partially, because the vault of the rooms are basically untouched beyond paint, the floors need a good polish and kitchens are not updated) with pleasant and tasteful decor. Our room had a fairly new Queen Anne (?) style bedroom set and a nice small sitting area, but really could not escape the feeling of just being old.The advantages are clear: it is a good value if you can get a room in the lower $100's (the rack rates are not a great value), it is walking distance to a number of theaters, activities and neighborhood restaurants, the kitchen is a nice plus (so you can stay in a hotel and box your unfinished dinner), street parking is available in an area that is not so seedy that you don't get over the initial nerves and the rooms are pretty comfortable if you can get past the lack of updated trimmings.By the way, our doorman was unusually attentive. Maybe someone reads these reviews...;-)",4
779,779,"Great Potential, but... As many other travelers have noted, this is a beautiful old building (actually a former apartment building) on the fringe of downtown Seattle.The hotel is located at the foot of Queen Anne Hill, a lively commercial and nightspot area.The building itself has a lot of potential. It was built around the turn of the 20th century, and is loaded with Old World Charm, as they say. The owners have tried - rightly - to capitalize on this heritage, with historic photos on the wall, and Victorian-style potted palms and plants in oversized urns. There are lovely oriental carpets and the rooms are large- - they are really single apartments (size-wise they are between a one bedroom and a studio).So what's the problem? There are a few, actually. We noted that the management has TRIED to capitalize on the historic nature of the building, but they have come up a bit short.To wit: The aforementioned potted plants? Fake. The oriental carpets (and the rest of the carpeting, for that matter) were tired and dingy. Not filthy, but dowdy. The red carpet (a nice touch) on the marble steps at the main entrance was marred by two crushed cork-tipped cigarette butts on the night we arrived. These details belie a standard of cleanliness and care that is noticeably below par. The place aims to be your glamorous old aunt but actually comes off a bit dowdy. The old girl needs a good scrubbing and some TLC.Then there is the matter of service. We have stayed at the Marqueen three times, and the service has been uneven. Sometimes very good, but more often simply lackadaisical, and occasionally surly. (Open note to management: An establishment that employs a doorman should instruct that person to OPEN THE DOOR for people as they approach, and not merely watch as patrons struggle to do so on their own).One gets the impression that these problems -- irritating though they may be -- are not insurmountable. Nothing that a visit to the beauty parlor for the building, and a refresher course in boardinghouse manners for the staff couldn't cure.",2
780,780,"Loads of charm! My family and I stayed at the Marqueen in early September, and we were thrilled with the lovely charm and ambience of the hotel. It felt more like our own little apartment room rather than a plain hotel room. My wife especially loved the little 'sitting room' area.There was a nice little kitchenette in our room, but please be warned that there are little or no utensils in order to cook anything more than a very simple packet meal. We are used to self contained rooms in most hotels including mixing bowls, can openers, cork removers, olive oil and other basics, but you don't get any of that here.Nevertheless, there are a couple of great supermarkets only a block away which can supply these and lots of great ingredients to cook.The hotel is only a 5 minute walk from the Seattle Center and Space Needle. We stayed here for nearly 2 weeks, and had absolutely no noise problems from the surrounding bars or other rooms. We were on the second floor facing at the back of the hotel.Definitely a highly recommended property, and we would stay there again if ever in Seattle.",5
781,781,"Disapointed The pictures online tell a different story.. The Lobby area was nice, as were the staff. There is no ice in the rooms or in a self serve location. I had to call room service for ice, and after 20 miniutes I went down to the desk and got it myself. Very dissapointed in the room, old and dumpy! The plummbing is not much better. Their restaurant is across the street, if you want room service from there it's 20% service charge + 18% gratuity???? Oh! and to park your car, it's $20.00 per night. My room was right across the street from a bar/restaurant that was noisy all night.",1
782,782,"Good choice in Seattle As others have said, this is a little gem of a boutique hotel on the edge of the downtown. Its an old building and while nicely maintained and restored, some people might not like the slightly old finish. We loved it. Our room was on the third floor at the back of the building. It meant that it was very quiet and we even had a fairly clear view of the Space Needle, which is only 5 blocks away. Our room had 2 queen size beds, a separate small sitting room and even a full kitchen. Everything worked and was very clean.The staff were very friendly and professional. Valet parking was quick and easy. Its location is in a partial residential area, so it has a homely feel outside, with lots of good neighbourhood restaurants and pubs. A short walk to the Seattle Center provided access to the monorail for a quck trip into the downtown.We will definitely stay here again when next in Seattle.",4
783,783,"Very nice and interesting stay 3 stories, no elevator. nice room that was a converted apartment. small kitchen area, nice view of the space needle. Close to city center. Was able to get on the monorail in city center and take it to downtown. Nice friendly staff.",4
784,784,"nice comfortable stay When people ask if we will stay at this hotel again, I would say yes. Just be more careful which room to be in.I stayed at MarQueen for 4 nights for business trip. Although some of the review was mentioning about noise, we thought having a spacious comfortable room was important. When we arrived, there were one couple before us, and they were asked if they prefer quiet room. They took the quiet room on 3rd floor. When we were checking in, the front desk person did not ask our preference... I just let it go, and took the room she gave us. Which turned out to be the direct across the noisy bar on 2nd floor room 204. It wasn't very noisy when we checked in around 4 pm. It was Wed. The noise from the bar started around 9 pm and ended around 2:30 am. Even though the window was shut, it could still hear the screaming guys and gals smoking outside the bar. I believe the hotel knew the noise problem from the bar, because there were set of ear plugs in the snack basket for the guest. We had to use ear plugs for the night. It was still weekday, I could not imagine how noisy the weekend will be!!! Next morning we changed to quiet room on 3rd floor facing backside of the building. Rest of the stay was wonderful. It is a funny thing... although we had loud noise problem, I still think staying at this hotel gave us sense of living in seattle. And we loved it. Maybe because the hotel is kind like an apartment, you feel like living there. Having a kitchen and dining area was very nice. It was very nice to have separate living area with sofa and coffee table.One more thing... if you have a car, parking around the hotel will be tough! There are a lot of restriction for street parking. You should expect to pay $20 per day for valet parking at hotel. You will be able to take car in and out through out the day. but you also pay tip to valet parker.When I went to downtown to meet my husband, I walked to monorail just about 10 min nice walk from the hotel. Once you take monorail, it only takes 2 min to get to Westlake Shopping Center which is the center of downtown.  If you decided to stay at MarQueen, avoid room on 2nd floor facing the street. If you want to have quiet room, ask for 3rd floor facing the back side of the building. You will have a little bit of the space needle in view from the window. I noticed that 2nd floor facing back has no view at all. They are looking at wall of next building which is very sad...",4
785,785,"Marqueen, the good and the bad This hotel is lovely and in a great location. The rooms are spacious and comfortable. The desk and service personnel are knowledgeable and helpful without fail EXCEPT in one very important area:The only problem, and it was a major one for me, was that they refused to take our party of eight (we booked four rooms) to the Pier to meet our cruise. One of the main reasons we booked with this hotel was because of the transportation to the Pier. We were told that we could not monopolize the transportation (?) but no explanation was given as to why four couples could not be provided transportation. Evidently if we'd been four separate couples taking the same cruise but not acquainted they would have had no problem. We managed to find transportation at a very significant cost. The day we left, after moving our bags to the lobby and after our transportation arrived I inquired again as to their policy....and was told I had been given incorrect information and they would have taken us. Strange...as they refused to schedule us but then said they would have taken us if we were scheduled.Overall this is a good place to stay, but beware of transportation promises, it may not be there when you need it.",2
786,786,"Great location, staff and room We stayed at the hotel over the weekend and were very impressed by the staff and very happy with the property and the room. It's nice to stay in a hotel with some character and not the same box feel. The room was in excellent condition and looked freshly painted. We had a large comfortable king bed (though the pillows were a little on the firm side for our liking) and enjoyed having the full kitchenette (even complete with a wine opener ;-). All the staff were extremely friendly and helpful throughout our stay.We were on the third floor, directly across from the bar mentioned in previous posts (I had it confused with the piano bar behind the hotel when I checked in and requested our room location). The first night we experienced the same noise referenced in other posts, but the next day I realized that the windows weren't fully latched. Once latched, the noise wasn't nearly as noticeable the second night and we got a good night sleep. We noticed no noise from inside the hotel. We also had massages with the spa in the hotel and they were very enjoyable as well.This is a great hotel for someone looking for something off the beaten path. It is very convenient to downtown and there are a number of coffee shops, bars and restaurants in the immediate neighborhood.",4
787,787,Had a great time       hallway,4
788,788,Nice touches.... We arrived at the Marqueen in the early hours after we moved from a noisy hotel downtown. The receptionist was very helpful and friendly and his colleague delivered a well earned bottle of wine promptly to the room.All of our family and friends were already at the hotel as we were there for a wedding. The location was within easy reach of the Space Needle and many bars and restaurants. We welcomed the use of a kitchen and found the 'little extras' which you could purchase from a basket in the room a nice touch. The staff were always courteous and friendly and turn down service was another nice touch.,5
789,789,"Charming in a fun neighborhood This place is in a great neighborhood. You can walk and explore and catch the monorail downtown. We had a blast and hope to return again. We highly recommend this hotel for it's location, price, charm, uniqueness and proximity to fun.",5
790,790,Hipster Feel       The TV cabinet in the MarQueen room,4
791,791,"Love It!!!! We spent a romantic weekend in Seattle the weekend before Christmas and stayed here. We absolutely loved it!!! Cons: Tricky to find if you are not used to Seattle. There is no restaurant physically inside the hotel. You have to go outside and around the back to the restaurant they use. There is no guest parking. Common problem in Seattle though. You have to pay to park and since the hotel itself only allows Valet, you might have to pay to park in a lot up the way a bit. Pros: It is an old hotel so it has a lot of old charm. The room we had was absolutely wonderful! It was HUGE!!!! Hard wood floors, had a nice bathroom with cool old style tub. A little sitting room for breakfast with a full size fridge, stove, dishes, etc...there is also a little sitting area (think small living room) with a couch and two chairs and a table. The bed was very comfy. There are plenty of things to do right outside of the hotel. Nice restaurants, friendly neighborhood pubs, shopping. It was clean, it was cozy and we loved it. It's only a few minutes in a cab from the Space Needle and the Warf. If you are brave enough to get out and walk in the weather it's only about 15 minutes walk down to the Warf. The staff are super friendly and more than willing to help you find your way around the city. The restaurant that they use for guests does do room service, but again, you have to go outside. Oh, and in the room, there is a coat/linen closet. Now, it didn't bother us, but some people might find it odd. When you open the door, you see two cozy robes, towels, pillows, and then you will notice that it's actually the hot water heater room. It's quite large but dark. I wouldn't recommend letting kids play in there! I think the building itself was at one time an apartment building and that explained some of the funky things you see in the rooms and building.I highly recommend trying it if you like quirky, old style buildings. It's a lot of fun.",5
792,792,"A New Family Tradition I booked my stay at the MarQueen Hotel in Seattle, WA with the assistance of TripAdvisor and via Expedia. This was a first in every catagory. I depended on the reviews in making my hotel selection. It is with this in mind that I write my review today. We had a fabulous 3 day stay at the MarQueen. We have decided to return yearly as a new family tradition. Checking in was easy. The front desk clerks were friendly and knowledgeable of the hotel and area surroundings. The rooms were large and immaculate. For fun, I even did the white glove test and didn't find a bit of dust. The hotel has been well renovated with attention to every detail. The kitchen and bathroom space was very quaint and efficient. It was a nice change from the typical hotel chains. You couldn't ask for a better location to all the Seattle attractions. It took my family 35 mins to walk to Pike Place Market. Great morning exercise. Loaded with shopping bags, we took the Number 18 Bus back, which dropped us off at the hotel, 8-10 minutes later. I look forward to our visit next December. We'll need two rooms as more family members plan on coming.",5
793,793,"A little old-fashioned, but charming The room was very spacious, and had a charming, vintage feel. There was no elevator, which we didn't realize when we booked, so it was kind of a drag climbing the stairs with bags, but the exercise was good for us! There's a very good (and sometimes busy) coffee shop next door, accessible through the lobby, which was a nice convenience. I liked the area very much, kind of off the main tourist track, with some cute restaurants and shops nearby.Drawbacks were lack of onsite parking--we had to wait for the valet to retrieve the car each time we needed it--and no wi-fi--it took one of the staff many trips to figure out how to connect our laptop to the internet with the ethernet cable they supplied. Overall, I liked the Marqueen, and would recommend it for someone who likes something different and a bit funky.",3
794,794,"good value, more apartment than hotel... I was in Seattle for work and wanted to find a good value compared to the expensive conference hotels downtown. The Marqueen provides good value and is more of a European style hotel, except the rooms are actually more like large studio apartments including a kitchenette, large bath and walk-in closet.The bed and linens were comfortable and the hotel is located in lower Queen Anne in close proximity to some great bars and restaurants, but it is not walking distance to downtown and public transportation options are limited. There is a great coffee shop attached to the hotel and but no restaurant -- no need in this area of the city.This hotel is for a particular type of client. If you are looking for a Sheraton or Holiday Inn, this is not your type of place. If you want a friendly and home-like atmosphere with lots of room to rest your weary body -- then this is your place. PS Noticed no particular musty smells in the lobby or the room and I am usually VERY sensitive to these things.",3
795,795,"Pleasant Stay Spent a week in Seattle staying at the Marqueen, handy for the Seattle Centre and Space Needle and only a monorail ride or quick bus trip to the heart of downtown with plenty of bars and restuarants in the area if you want to eat locally.Rooms are big and come with a fully equipped kitchen and mine was comfortable and clean. Plumbing was rather antiquated but eveything worked which was the important thing. Front desk staff were attentive and helpful and happy to provide advice and guidance on local amenities. If you're a light sleeper I suggest you ask for a room at the rear, my room was at the front as the proximity of the main road and bars and restaurants means some late night noise, particularly at the weekend. It didn't stop me getting a good nights sleep, more of an issue was the noise from the fridge in the kitchen which I found it best to turn off overnight.Overall, I'd be happy to stay again at this well-appointed and individual hotel.",4
796,796,"Customer Service was terrific I read all the reviews, but questioned if they were planted or for real. Well, they were for real. Everything we asked for was taken care of immediatly. It was as if the desk staff knew what we wanted before asking. Loved the room, especially the kitchen and small reading/parlor. Robes were provided as well as coffee and tea. We did some shopping at the market down the street which saved us a few dollars on food but don't miss Peco's restaurant across the street. They have a Happy Hour breakfast between 9:00am and 11:am with just about anything on the menu for $6.00. Lots of other dining options within a few short blocks. Should we return to Seattle, this will be our first stop.",5
797,797,"Hotel Air Quality Alert The service at the front counter and valet was above average. The hotel has a very bad smell as soon as you enter. The smell is musty/ moldy and is not only at the entrance but in the room we stayed in room 214. The excuse by the front desk employee was that the woman's rest room on the first was the cause of the odor and it comes and goes. The bed mattress needs to be updated. Air flow / ventalation needs to be examined - the A/C was a window type that was not adequate for the room size. The daily valet was pricey at $18 per day. The Space Needle was within 10-15 minute walk- would not suggest taking a family on the walk in the evening hours as some of the street people gave us concerns. Overall, an ok stay- if you have allergies or do not like the grandma musty/ moth ball smells suggest paying a little extra to get better air quality.",3
798,798,"A great start to our trip My friends and I stayed here at the start of a road trip to California - a great way to start our trip! The MarQueen is a beautiful period hotel with lots of original features. The staff are really helpful and there was a free wine reception the first night we were there. Our room was large and very comfortable. The kitchen area is great , there's air con, TV, WIFI, a seperate sitting area etc. We also found it to be a great location for exploring Seattle - great restraunts right opposite and walking distance to the Space Needle. Compared to other hotels in Seattle - very good value too!",5
799,799,"Perfect for a bride/groom and guests! My husband and I chose the Marqueen as our wedding hotel in July. After talking with almost every other hotel in seattle, the Marqueen had the best rates for the rooms/amenities (they also run a stay 3 nights, get the 4th free- check out their website for these deals!), excellent location and were amazingly easy to work with. They offered us a small block of rooms without needing a guaranteed %, and being a detail fanatic, I went back and forth with the guest service manager MANY times and he was always super nice. They also left us a bottle of champagne in our room the night of our wedding! Very thoughtful. The rooms are like small apartments- the pictures posted by previous guests are very accurate and we also stayed in room 202 (has a nice view out the front of the hotel onto 1st?). They have a small kitchenette, built in dining space, huge bedroom and a small sitting room. We used 202 as the brides getting ready room, and it housed all the people and comer/goers without ever feeling crammed.The marqueen itself is an older building with great architecture and light, so we also took our 'first sight' pictures here before we headed off to the wedding as bride/groom. What I like most about hotels, once they have the basics down (large room, clean, internet, etc) is the service. And with a bellman to help you the second your car pulls up, and who opens/closes the front doors for you every time you arrive, and the front desk who were very nice... the marqueen adds the extra touch you're looking for! Esp during your wedding weekend.Other details: - Only drawback (for some, but I didnt think so) is that they dont serve breakfast. But you have a kitchenette or Pesos across the street has very yummy breakfasts! - Very close to multiple restaurants on lower queen anne, 2 large grocery stores, a Kits Camera (which came in handy), dry cleaners, Kinkos and 2 starbucks- all within a 4 block radius of the marqueen.- Super clean rooms and the maids were really good about not disturbing all our wedding stuff, yet still organizing the room during service.- They have a downtown shuttle which was awesome (fyi- the marriott on lake union doesnt have a shuttle- we had some guests staying there and overall, were disappointed).- Parking was easy, although we valeted with the hotel most of the time for minimally more. - FREE internet, which also worked well/fast! Hooray.* I didnt notice an elevator for older guests or handicapped, although there might have been one. But they do have rooms on the first floor.Overall, 5 stars and we highly recommend the Marqueen! Enjoy.(I havnt added our own pics, as room 202 was already posted by another reviewer, and we were quite messy in our room! But their pictures are very good and truly show the room as we had it as well)",5
800,800,"very charming hotel We stayed at the MarQueen hotel for just one night  it was wonderful. Previous reviews mentioned the noise from the front of the hotel so I requested a room on the 3rd floor at the back and it was very quiet. It was a 5 minute walk to the Seattle Rep Theater, with lots of restaurants to choose from along the way.Our room was quite large with hardwood floors, crown molding  no musty smell whatsoever. The room and the hotel overall was very clean and beautiful.",4
801,801,Always a joy to return to the MarQueen after a day of sightseeing       Bath and Shower,5
802,802,"Close..but no sigar. Stayed at Marqueen for a week. Expensive. Different experience than staying at the typical hotel-chains. More charming. Variable service from front-desk, but mostly positive and helpfull staff. Room (211) was spacius and quite (asked for quite room, and got it), but no view. Window faced a brick wall. Probably better in 3 floor.Cleaning could have been better, and the hotel in general should soon have a general clean-up.Close location to space needle and Belltown.",3
803,803,"Great location This hotel has great service, and most rooms have a full kitchen which was great since there is no breakfast at the hotel. Across the street, Pesos, serves great breakfasts for $6 M-F. Pesos is also a great night spot every night of the week, so if you go to sleep early, don't get a room on Queen Anne. Up the hill on Queen Anne is a great area for breakfast and shopping boutiques. The hotel is also on the 18 bus route, which takes you to Belltown, Ballard and downtown.",4
804,804,"Loved the hotel At first I was a little hesitant about staying at the hotel. The hotel itself is fine, but the people at the bar outside can be a little loud. In retrospect, I am so glad I chose to stay. This hotel has some of the nicest front desk people I have ever met. One person, Kris, in particular was fantastic. He always greeted us when we passed by. Even if it was 3 or 4 times in 15 minutes. He was personable and professional and always had a smile on his face. Each night when we walked through the lobby he offered to set up a wake up call for us, instead of waiting for us to ask for one.The rest of the staff was just as good. Plus the location is perfect. Try to get a quiet room because of the noise from accross the street, but if one isn't available, remember that the bar closes at 2am, so it should be quiet after that. I highly recommend you stay at the Mar Queen Hotel.",5
805,805,"Good old hotel The Marqueen is in an old building with a long and illustrious history. At various times it's been a Ford worker complex (turn of the century), an apartment building and an opium den. : )Now it has been restored as a old world feel hotel which definitely lacks the lustre and shine of the new and the modern but still has it's charm. The suites are spacious with tall ceilings, original hardwood floors, new bathrooms and original kitchens with massive cupboards. Not all the suites are flawless - some still have carpeting over the hardwood for instance, and there is some must in the air, but it's not unexpected or bad, and the work is not finished. The furnishings have an antique feel to them, there is free wi-fi, robes and the best, most helpful staff I have ever seen. They were truly outstanding ensuring the stay was a great experience. You can't beat the value for the price for a downtown Seattle hotel. All the great things downtown are within walking distance and the one cab ride we felt was required was only ten dollars. If you're not the kind of person to be put off by an older feeling room it's great value, but if you need shiny surfaces and modern furnishings this is not the place for you.",4
806,806,"Fantastic hotel, great for wedding guests We used the Marqueen and its sister hotel the Inn at Queen Anne as recommendations for our out-of-town guests at our October 2006 wedding. Our bridal party also stayed here, and my husband and I stayed in one of the large suites they use as the bridal suite. The Marqueen is very charming, with an old world feel, and extremely affordable (with or without a wedding discount). We loved the furnishings and the design of the rooms. And the price was just unbeatable! The whole staff was super nice as well. Also Queen Anne is an ideal neighborhood if you are visiting Seattle, cute and charming with easy access to Seattle Center and Downtown. Everyone we spoke to in our wedding party had a good experience there. The suite we stayed in was huge and beautiful, with a kitchenette, eatingarea, living room, and huge bed. If you are looking to block rooms for a wedding at an affordable place in Seattle, the good people at the Marqueen are a joy to work with. And if you are just looking for an affordable hotel in a great neighborhood, something more interested than the holiday inn, this is a fantastic choice.",5
807,807,Looking for Character? This is it!       Kitchen,4
808,808,"Shabby...not shabby-chic I stayed at the MarQueen for business the week of March 19th. Positives: As noted by other reviewers, the room was large, including a kitchenette, large sleeping area, walk-in closet and average sized bathroom. The service was excellent: attentive and efficient. And, the hotel itself is in a good location, with lots of restaurants nearby, and it is just a couple of blocks to attractions like the Space Needle, Key Arena, and others. Negatives: Again as noted by other reviewers, the place smells. A musty, stale, smell hangs over the lobby, and exists throughout the hotel. The lobby itself has a run-down look, as did my room. Threadbare rugs on floors, worn hardwood, all the polish off the bathtub, bathroom floor tile in desperate need of re-grouting, worn doorhandles, creaky floors....the list goes on. I get that the motif is going for a jazz age atmosphere, but I've been in hotels that manage character without looking, feeling, and smelling worn. Warnings: A couple of things didn't bother me, but might put off other travellers. First, there's no elevator (the hotel has only 3 floors). Second, my room at the front of the hotel was subject to a good deal of street noise: the street outside seems a busy thoroughfare for cars, and the restaurants/night spots seemed to spit out handfuls of loud (but not rowdy) crowds each night. Not overbearing noise, but noticeable. Booking through Expedia cost me about $160/night. Not expensive for the location, but given that there were other hotels nearby also in that price range, I have a feeling there's a better option in the neighbourhood than the MarQueen.",2
